order_id,order_date,ship_date,customer_id,product_id,quantity,sales,profit
US-2016-112977,3/10/2016,3/16/2016,CJ-12010,FUR-BO-10003272,1,176.784,-22.098
CA-2017-112039,3/25/2017,3/29/2017,JC-15775,TEC-PH-10000984,3,470.376,47.0376
CA-2017-118885,12/29/2017,1/2/2018,JG-15160,FUR-CH-10002880,4,393.568,-44.2764
US-2017-166611,3/28/2017,4/2/2017,CK-12760,OFF-BI-10001191,9,68.742,-48.1194
CA-2015-109512,3/5/2015,3/5/2015,LF-17185,OFF-EN-10002621,3,29.34,14.67
CA-2016-118570,11/13/2016,11/17/2016,CC-12430,OFF-PA-10001289,7,217.056,78.6828
CA-2017-154718,1/19/2017,1/23/2017,DL-12865,OFF-LA-10003714,2,6.0,2.1
CA-2016-147578,4/22/2016,4/26/2016,PG-18895,FUR-FU-10001889,3,31.56,10.4148
CA-2014-140165,5/13/2014,5/15/2014,EH-14005,OFF-FA-10002815,2,7.104,2.3976
CA-2014-142587,10/21/2014,10/22/2014,TB-21520,OFF-AP-10004708,4,121.792,13.7016
CA-2014-157623,3/14/2014,3/18/2014,DK-13225,OFF-PA-10001204,2,10.56,4.752
CA-2017-145310,12/22/2017,12/24/2017,JP-15520,OFF-EN-10002621,1,7.824,2.934
CA-2016-100083,11/24/2016,11/29/2016,CD-11980,OFF-PA-10000241,1,24.784,7.745
US-2017-108063,12/2/2017,12/5/2017,AS-10090,OFF-AR-10001446,3,34.65,10.395
CA-2015-109197,12/31/2015,1/4/2016,JO-15280,OFF-BI-10004632,2,487.984,152.495
CA-2017-141789,10/3/2017,10/6/2017,AC-10450,OFF-BI-10001359,2,1793.98,843.1706
CA-2014-169775,8/29/2014,9/2/2014,RA-19945,OFF-EN-10001749,2,29.808,10.8054
CA-2016-140543,6/29/2016,7/3/2016,Co-12640,OFF-ST-10000563,6,191.88,19.188
CA-2016-151141,8/20/2016,8/23/2016,DW-13480,TEC-PH-10004924,2,14.78,3.9906
CA-2017-167094,10/21/2017,10/22/2017,DK-12835,OFF-PA-10003953,1,5.184,1.8144
CA-2017-154410,10/21/2017,10/24/2017,MD-17860,OFF-ST-10002743,8,909.12,9.0912
US-2016-150567,5/17/2016,5/21/2016,RP-19855,OFF-BI-10001757,2,2.952,-2.1648
CA-2015-157959,2/3/2015,2/4/2015,RW-19540,FUR-FU-10004093,4,136.92,41.076
CA-2017-105886,12/18/2017,12/23/2017,DB-13660,FUR-FU-10001037,2,18.96,8.532
CA-2016-105963,11/15/2016,11/22/2016,SC-20770,TEC-AC-10003832,3,99.39,40.7499
CA-2017-121503,7/3/2017,7/6/2017,FH-14275,OFF-PA-10001878,7,273.896,92.4399
CA-2014-103366,1/15/2014,1/17/2014,EH-13990,TEC-AC-10003628,5,149.95,65.978
CA-2017-124597,4/30/2017,5/5/2017,AS-10630,OFF-LA-10003190,2,4.608,1.6704
CA-2015-105634,11/8/2015,11/14/2015,HA-14905,OFF-AR-10001573,5,11.65,3.3785
CA-2015-123673,10/30/2015,11/1/2015,CH-12070,TEC-PH-10001809,2,299.9,74.975
US-2017-111423,8/17/2017,8/19/2017,EH-13765,OFF-BI-10003091,5,895.92,302.373
CA-2015-125178,10/3/2015,10/9/2015,MZ-17515,OFF-ST-10002562,2,15.008,1.5008
CA-2016-156685,7/8/2016,7/10/2016,SC-20230,TEC-PH-10004345,9,863.64,107.955
CA-2017-126865,12/5/2017,12/7/2017,NP-18325,OFF-PA-10003039,3,92.94,41.823
CA-2017-102834,3/9/2017,3/13/2017,LW-16990,TEC-AC-10001908,2,199.98,69.993
US-2016-139710,6/9/2016,6/15/2016,GM-14680,TEC-PH-10001198,3,177.48,19.9665
CA-2017-121538,11/28/2017,12/1/2017,RH-19495,OFF-PA-10004071,2,88.768,31.0688
US-2017-101539,3/16/2017,3/18/2017,VM-21685,OFF-PA-10001972,1,6.48,3.1104
CA-2016-152121,11/27/2016,11/29/2016,CC-12670,TEC-PH-10002483,1,271.992,23.7993
CA-2017-161200,8/6/2017,8/10/2017,SV-20365,FUR-BO-10000468,3,145.74,23.3184
CA-2017-101245,11/27/2017,12/3/2017,LW-16990,OFF-PA-10003129,5,244.55,114.9385
CA-2015-141768,5/25/2015,5/27/2015,NP-18685,FUR-FU-10002268,3,14.73,4.8609
CA-2016-112109,7/8/2016,7/12/2016,JE-15715,OFF-BI-10002082,2,19.968,-13.312
CA-2017-144064,8/29/2017,9/1/2017,CP-12085,OFF-LA-10004544,4,47.36,17.76
CA-2016-108581,6/20/2016,6/26/2016,EA-14035,TEC-AC-10001109,4,95.968,26.3912
CA-2017-157987,9/2/2017,9/6/2017,AC-10615,OFF-AR-10000658,2,23.1,6.468
CA-2017-110905,9/10/2017,9/15/2017,RW-19690,OFF-BI-10003669,3,16.2,7.776
CA-2017-165841,12/21/2017,12/28/2017,DB-13210,TEC-PH-10002103,3,281.97,78.9516
CA-2017-117485,9/23/2017,9/29/2017,BD-11320,TEC-AC-10004659,4,291.96,102.186
CA-2017-140242,5/6/2017,5/11/2017,ML-17755,OFF-AR-10004752,3,6.408,0.6408
CA-2014-148950,12/14/2014,12/19/2014,JD-16015,OFF-BI-10001249,4,5.104,-8.6768
CA-2014-110408,10/18/2014,10/20/2014,AS-10225,OFF-ST-10001522,3,275.97,11.0388
CA-2015-109939,5/8/2015,5/12/2015,AA-10375,OFF-AR-10000127,2,5.248,0.5904
CA-2016-112669,4/14/2016,4/14/2016,KT-16465,FUR-CH-10004086,4,933.536,105.0228
CA-2015-119592,12/14/2015,12/16/2015,MM-18280,OFF-BI-10004187,2,3.76,1.8048
CA-2014-122749,12/3/2014,12/9/2014,NG-18430,TEC-PH-10003811,4,479.96,134.3888
CA-2014-164721,11/25/2014,11/27/2014,LW-16825,OFF-AP-10000240,6,320.88,93.0552
CA-2016-147417,7/25/2016,7/27/2016,CB-12415,TEC-CO-10001449,4,1439.976,191.9968
CA-2015-127509,11/9/2015,11/13/2015,AS-10090,OFF-BI-10002393,3,17.22,7.9212
CA-2017-111374,2/24/2017,2/28/2017,CB-12415,OFF-BI-10004970,4,4.956,-3.7996
CA-2017-133648,6/25/2017,7/2/2017,ML-17755,OFF-LA-10003923,6,71.04,26.64
US-2017-147221,12/2/2017,12/4/2017,JS-16030,OFF-AP-10002534,5,294.62,-766.012
CA-2014-131905,2/6/2014,2/9/2014,ND-18460,OFF-LA-10002787,4,15.0,7.2
CA-2017-166128,4/11/2017,4/18/2017,LW-17215,TEC-AC-10001767,5,199.95,21.9945
CA-2017-163510,12/25/2017,12/28/2017,JW-15955,OFF-ST-10000563,3,95.94,9.594
US-2017-143028,4/11/2017,4/18/2017,SC-20050,OFF-BI-10004738,3,11.364,-17.046
CA-2014-111150,12/31/2014,1/4/2015,RW-19630,OFF-AR-10000034,7,29.68,11.5752
CA-2017-165386,8/3/2017,8/4/2017,CM-12190,FUR-BO-10003034,2,183.372,-36.6744
CA-2014-116407,11/15/2014,11/21/2014,JF-15190,OFF-AR-10001315,3,4.224,0.4752
CA-2015-155761,12/11/2015,12/11/2015,SC-20800,TEC-AC-10001606,2,159.984,35.9964
CA-2016-145905,9/18/2016,9/23/2016,AM-10705,FUR-CH-10001854,1,350.98,84.2352
CA-2015-113110,3/19/2015,3/23/2015,BK-11260,OFF-BI-10000088,2,17.568,6.3684
CA-2016-168354,9/19/2016,9/21/2016,RH-19510,OFF-ST-10001490,9,1606.23,481.869
US-2017-111241,8/20/2017,8/22/2017,GM-14500,OFF-BI-10002867,5,239.12,77.714
CA-2015-114237,3/13/2015,3/15/2015,MC-17275,FUR-BO-10004409,2,141.96,39.7488
CA-2016-113516,9/8/2016,9/10/2016,VM-21685,OFF-BI-10002225,2,33.024,11.5584
CA-2015-117961,11/26/2015,11/30/2015,GP-14740,OFF-BI-10000343,3,14.73,6.9231
CA-2016-128923,12/9/2016,12/13/2016,GB-14530,OFF-PA-10002250,2,9.392,3.2872
CA-2017-162481,9/25/2017,9/29/2017,CT-11995,OFF-BI-10002976,2,8.26,3.8822
CA-2015-119214,1/23/2015,1/27/2015,CW-11905,OFF-PA-10002893,3,29.04,13.9392
CA-2015-122287,6/18/2015,6/23/2015,SN-20560,OFF-PA-10001661,3,11.952,4.3326
CA-2015-104493,10/2/2015,10/8/2015,EB-13705,OFF-BI-10004817,6,57.504,20.1264
US-2017-158946,11/18/2017,11/23/2017,JW-15220,OFF-AR-10001860,7,38.864,7.7728
CA-2014-129168,8/17/2014,8/23/2014,KB-16585,OFF-PA-10001639,3,15.552,5.4432
CA-2016-131835,7/17/2016,7/21/2016,MC-17590,OFF-AP-10004487,2,162.64,45.5392
CA-2015-142237,7/11/2015,7/13/2015,CK-12595,FUR-FU-10004848,7,289.8,36.225
CA-2016-136434,12/1/2016,12/7/2016,RD-19480,FUR-FU-10001196,3,17.31,5.193
CA-2017-120376,12/22/2017,12/25/2017,TP-21130,TEC-AC-10001114,5,199.95,63.984
CA-2014-106439,10/31/2014,11/4/2014,GG-14650,OFF-FA-10002975,3,11.34,5.2164
CA-2015-133452,4/13/2015,4/19/2015,ZC-21910,TEC-AC-10002800,4,199.96,69.986
CA-2016-146521,7/21/2016,7/23/2016,CC-12610,OFF-BI-10000301,1,1.941,-1.294
US-2017-110996,11/20/2017,11/25/2017,KA-16525,FUR-CH-10003956,5,283.92,-46.137
CA-2016-129693,11/26/2016,12/2/2016,TC-20980,OFF-BI-10002954,2,7.312,2.5592
CA-2017-122504,11/7/2017,11/12/2017,DB-13270,TEC-AC-10003289,3,59.97,13.7931
CA-2014-131051,12/1/2014,12/5/2014,TR-21325,FUR-FU-10001861,3,58.2,28.518
CA-2017-140676,9/12/2017,9/15/2017,BF-11080,OFF-PA-10004082,5,39.9,19.95
CA-2015-120103,12/24/2015,12/29/2015,MS-17365,OFF-PA-10001295,7,106.232,37.1812
CA-2017-104647,2/23/2017,3/1/2017,CK-12595,OFF-PA-10002870,6,37.44,16.848
CA-2014-110352,11/23/2014,11/29/2014,ED-13885,OFF-LA-10003923,2,23.68,8.88
CA-2016-140501,6/23/2016,6/28/2016,IM-15070,OFF-LA-10003510,4,122.12,56.1752
CA-2015-139290,10/26/2015,10/30/2015,MY-17380,OFF-LA-10004008,2,5.76,2.6496
CA-2017-166142,7/15/2017,7/19/2017,MM-17260,OFF-BI-10004094,3,26.55,13.0095
CA-2014-145926,11/17/2014,11/21/2014,MP-17470,FUR-CH-10004289,5,479.9,81.583
CA-2015-149678,4/13/2015,4/15/2015,AW-10840,OFF-SU-10004498,1,12.88,0.3864
US-2015-164357,11/25/2015,11/29/2015,SF-20065,OFF-AR-10001177,5,13.12,1.476
US-2016-146570,5/15/2016,5/20/2016,SN-20710,OFF-BI-10001718,8,511.84,240.5648
CA-2017-124401,9/7/2017,9/12/2017,RD-19900,OFF-ST-10000649,3,37.68,2.355
US-2014-140116,3/10/2014,3/17/2014,KT-16480,OFF-ST-10000078,3,636.408,-15.9102
CA-2014-123295,7/18/2014,7/18/2014,AH-10120,FUR-CH-10002372,4,259.136,-25.9136
CA-2017-167101,3/24/2017,3/28/2017,BM-11650,OFF-PA-10000357,4,221.92,106.5216
US-2014-167633,9/30/2014,10/5/2014,BW-11200,OFF-PA-10004888,3,15.552,5.4432
US-2014-152723,9/26/2014,9/26/2014,HG-14965,OFF-BI-10003460,1,0.876,-1.4016
CA-2015-164882,10/31/2015,10/31/2015,SG-20080,OFF-PA-10000157,1,19.98,9.3906
CA-2015-159786,10/12/2015,10/17/2015,RK-19300,FUR-TA-10001307,1,209.67,-13.978
CA-2016-130267,9/19/2016,9/23/2016,SW-20245,OFF-PA-10002222,7,159.88,73.5448
CA-2017-155460,4/13/2017,4/15/2017,RW-19630,OFF-PA-10002479,1,5.28,2.376
US-2017-168690,1/7/2017,1/13/2017,TS-21085,OFF-BI-10000145,3,2.808,-1.9656
CA-2017-158246,11/9/2017,11/11/2017,JB-15400,FUR-CH-10003061,3,215.976,-2.6997
CA-2017-167381,9/22/2017,9/24/2017,EH-14005,FUR-BO-10001972,2,241.96,41.1332
CA-2017-144862,12/1/2017,12/5/2017,EH-14005,OFF-EN-10003040,5,104.68,35.3295
CA-2014-126032,6/23/2014,6/28/2014,BS-11665,TEC-AC-10000158,3,86.376,1.0797
CA-2015-134859,10/4/2015,10/9/2015,JK-16120,FUR-FU-10003623,3,64.944,6.4944
US-2014-114188,5/20/2014,5/22/2014,RF-19345,OFF-AP-10000124,4,33.28,9.3184
CA-2015-156524,11/20/2015,11/26/2015,DL-12865,OFF-PA-10003883,3,19.65,9.039
CA-2015-122210,11/30/2015,12/4/2015,WB-21850,OFF-BI-10003656,3,152.991,-122.3928
CA-2015-156377,12/31/2015,1/5/2016,TB-21625,FUR-FU-10002364,5,14.76,-11.439
US-2017-157896,11/16/2017,11/16/2017,CB-12415,OFF-PA-10004092,3,146.82,73.41
CA-2014-159520,6/6/2014,6/11/2014,GT-14635,OFF-BI-10003982,9,149.544,50.4711
CA-2016-155481,9/1/2016,9/5/2016,DK-13225,OFF-PA-10004675,6,30.48,9.906
US-2016-152051,6/25/2016,6/29/2016,TS-21160,FUR-CH-10002965,3,422.058,-18.0882
CA-2014-141607,12/12/2014,12/17/2014,WB-21850,FUR-FU-10003975,1,43.31,4.331
CA-2017-102771,3/31/2017,4/5/2017,DO-13435,TEC-PH-10001536,5,84.95,22.087
US-2017-139969,11/19/2017,11/26/2017,AF-10870,FUR-CH-10001973,3,233.058,-53.2704
CA-2014-167360,11/24/2014,11/29/2014,RB-19435,TEC-AC-10001772,7,111.79,43.5981
CA-2015-123505,11/22/2015,11/26/2015,AR-10540,OFF-PA-10002586,3,14.94,7.0218
CA-2016-117282,7/14/2016,7/18/2016,DR-12880,OFF-BI-10004094,2,14.16,5.133
US-2016-120460,4/30/2016,5/5/2016,BF-11170,FUR-FU-10004973,3,22.608,-10.1736
CA-2016-111115,7/25/2016,7/27/2016,LB-16735,OFF-FA-10000624,6,21.48,10.74
CA-2014-124646,6/22/2014,6/24/2014,DV-13465,OFF-ST-10001097,3,501.81,0.0
CA-2017-148166,10/21/2017,10/26/2017,NK-18490,OFF-AR-10004956,4,17.856,2.0088
CA-2016-159737,9/3/2016,9/9/2016,CS-11950,OFF-BI-10004236,3,8.808,-14.9736
CA-2016-141019,5/14/2016,5/14/2016,LH-17155,FUR-FU-10002937,1,79.384,29.769
CA-2016-101938,1/7/2016,1/12/2016,DW-13480,OFF-AR-10003696,1,34.58,10.0282
CA-2017-166296,3/13/2017,3/19/2017,KF-16285,OFF-PA-10004359,3,314.55,150.984
CA-2016-154018,10/13/2016,10/19/2016,HA-14920,TEC-AC-10002402,3,191.976,23.997
CA-2017-117870,1/27/2017,1/30/2017,JH-15820,OFF-AR-10004078,3,14.016,1.752
US-2017-137491,11/19/2017,11/25/2017,LC-16930,FUR-CH-10004675,2,305.312,-8.7232
CA-2014-152296,8/1/2014,8/3/2014,IL-15100,OFF-BI-10004506,3,19.752,6.9132
CA-2016-112025,7/30/2016,8/4/2016,LS-16975,OFF-BI-10002353,3,9.264,-13.896
CA-2015-132507,7/30/2015,8/3/2015,CC-12610,OFF-ST-10000943,4,61.792,6.1792
CA-2016-125738,10/15/2016,10/21/2016,PB-18805,OFF-PA-10000740,2,45.68,21.0128
CA-2016-128818,5/7/2016,5/11/2016,CJ-12010,OFF-BI-10000309,7,85.232,30.8966
CA-2017-124576,8/1/2017,8/4/2017,HK-14890,OFF-BI-10002735,2,54.896,18.5274
CA-2016-101378,7/14/2016,7/14/2016,RH-19600,TEC-AC-10002345,2,29.0,7.25
CA-2017-143063,8/10/2017,8/15/2017,IL-15100,OFF-EN-10003134,6,70.08,35.04
CA-2016-118913,6/25/2016,6/29/2016,AS-10240,OFF-AP-10000692,3,60.81,17.0268
CA-2016-128412,12/10/2016,12/17/2016,AP-10915,OFF-BI-10001718,3,153.552,51.8238
CA-2016-136483,12/1/2016,12/6/2016,AG-10390,OFF-AR-10000940,2,4.704,0.4116
CA-2014-163013,11/28/2014,12/4/2014,BF-11080,OFF-AR-10001954,3,14.67,3.9609
CA-2015-135363,3/28/2015,4/2/2015,CK-12205,OFF-PA-10003177,3,15.552,5.4432
US-2014-165659,6/1/2014,6/6/2014,LT-17110,FUR-FU-10001935,6,22.2,9.102
CA-2015-138002,9/6/2015,9/12/2015,BT-11305,OFF-BI-10002160,2,6.096,2.1336
CA-2015-128860,6/29/2015,7/5/2015,SC-20725,FUR-FU-10001473,1,20.104,1.7591
CA-2016-164350,9/10/2016,9/12/2016,CG-12040,OFF-AR-10000538,3,67.56,8.445
US-2014-103905,7/14/2014,7/20/2014,AW-10930,OFF-BI-10001098,7,29.932,-46.3946
CA-2015-129854,8/22/2015,8/26/2015,RB-19705,OFF-AR-10000390,4,16.52,7.5992
CA-2014-125556,11/14/2014,11/16/2014,ML-17410,TEC-PH-10001079,7,832.93,233.2204
CA-2016-162313,11/27/2016,11/30/2016,VB-21745,OFF-AP-10003842,6,167.292,29.7408
CA-2017-107874,11/21/2017,11/25/2017,SW-20275,FUR-FU-10003535,1,27.42,11.2422
CA-2017-129378,10/1/2017,10/2/2017,NS-18505,OFF-BI-10002012,1,1.44,0.504
CA-2014-151953,9/20/2014,9/25/2014,DB-13555,OFF-AR-10003469,2,2.816,0.9856
CA-2017-130841,7/28/2017,8/1/2017,MH-17620,OFF-BI-10000145,4,9.984,3.6192
CA-2015-131884,12/6/2015,12/6/2015,DK-13375,TEC-PH-10001578,2,485.94,-89.089
CA-2017-121909,7/31/2017,8/5/2017,EA-14035,OFF-PA-10003790,3,54.816,17.8152
CA-2016-106383,3/19/2016,3/21/2016,BT-11440,FUR-BO-10002202,1,72.294,-98.8018
CA-2017-130771,7/29/2017,8/3/2017,LA-16780,OFF-FA-10003059,2,2.896,0.4706
CA-2016-139157,10/1/2016,10/5/2016,GM-14680,FUR-TA-10003238,1,330.588,-115.7058
CA-2014-128055,3/31/2014,4/5/2014,AA-10315,OFF-BI-10004390,2,673.568,252.588
CA-2017-157091,6/26/2017,7/1/2017,DB-13405,FUR-FU-10000293,5,526.45,31.587
CA-2017-132122,7/9/2017,7/14/2017,JH-15820,OFF-ST-10003692,5,228.92,14.3075
CA-2015-123232,12/14/2015,12/16/2015,DJ-13630,TEC-PH-10001051,4,319.968,35.9964
CA-2017-104066,12/5/2017,12/10/2017,QJ-19255,TEC-AC-10001013,7,205.03,67.6599
CA-2015-145849,9/15/2015,9/17/2015,CT-11995,OFF-ST-10000025,2,190.86,11.4516
CA-2016-122322,7/15/2016,7/21/2016,RH-19510,OFF-SU-10000952,5,44.4,12.432
CA-2017-166849,4/20/2017,4/26/2017,SJ-20125,FUR-FU-10004597,2,44.4,-52.17
CA-2016-146633,11/15/2016,11/17/2016,TG-21310,OFF-BI-10003527,1,1016.792,381.297
US-2016-126893,11/26/2016,12/1/2016,CT-11995,TEC-PH-10004165,3,494.982,-115.4958
CA-2017-103380,11/21/2017,11/25/2017,BF-11005,OFF-ST-10003442,2,56.56,15.2712
CA-2015-116092,2/15/2015,2/18/2015,JM-16195,OFF-PA-10004285,2,13.36,6.4128
CA-2016-117849,4/15/2016,4/17/2016,JK-16120,OFF-PA-10004327,3,143.7,68.976
CA-2015-169201,9/28/2015,10/1/2015,HG-14965,OFF-AP-10000696,3,43.26,14.2758
CA-2016-164091,9/17/2016,9/22/2016,LA-16780,TEC-PH-10001944,3,437.85,131.355
CA-2017-105214,6/16/2017,6/19/2017,TS-21610,FUR-CH-10000015,7,1212.96,90.972
CA-2015-117611,11/8/2015,11/10/2015,MZ-17335,OFF-FA-10002280,1,5.0,2.4
US-2015-137960,12/18/2015,12/18/2015,MW-18220,TEC-AC-10002253,1,166.24,24.936
CA-2017-122994,2/6/2017,2/9/2017,MV-17485,FUR-BO-10004015,3,359.97,79.1934
CA-2016-131065,11/14/2016,11/16/2016,AA-10375,TEC-AC-10004145,2,499.98,114.9954
CA-2017-149146,10/12/2017,10/12/2017,SM-20320,OFF-PA-10003919,2,7.968,2.6892
CA-2017-137470,9/17/2017,9/17/2017,TP-21415,OFF-PA-10002001,2,12.96,6.3504
CA-2017-105480,12/20/2017,12/26/2017,DK-13225,OFF-PA-10002787,1,6.48,3.1104
CA-2017-164917,12/2/2017,12/7/2017,MK-17905,OFF-AR-10004344,5,47.96,4.1965
CA-2015-102036,9/21/2015,9/27/2015,CS-12130,OFF-ST-10003123,6,199.74,47.9376
CA-2015-142944,3/6/2015,3/11/2015,JL-15850,FUR-FU-10000308,7,435.26,95.7572
CA-2014-157882,10/3/2014,10/8/2014,AR-10405,FUR-TA-10001866,1,143.432,3.5858
CA-2014-104283,6/27/2014,7/1/2014,LM-17065,OFF-ST-10004337,5,306.2,0.0
CA-2017-142622,10/30/2017,11/2/2017,JK-15625,FUR-CH-10003833,2,97.568,-6.098
CA-2016-132143,9/3/2016,9/5/2016,FM-14215,OFF-PA-10002713,7,48.16,22.1536
CA-2015-153108,3/5/2015,3/9/2015,SF-20200,TEC-PH-10001552,2,23.92,6.6976
CA-2016-112676,5/5/2016,5/8/2016,PJ-18835,OFF-PA-10003971,3,14.352,5.2026
CA-2017-165687,11/17/2017,11/23/2017,CS-12355,OFF-AP-10004036,2,35.04,12.264
US-2017-112928,6/1/2017,6/5/2017,BB-10990,OFF-AP-10002287,5,17.48,1.311
CA-2017-143343,6/10/2017,6/13/2017,BW-11200,OFF-AR-10002375,5,16.4,4.756
CA-2017-115154,1/8/2017,1/11/2017,RS-19420,FUR-TA-10001950,2,892.98,80.3682
CA-2015-149342,4/20/2015,4/25/2015,TS-21160,TEC-PH-10001557,3,287.97,77.7519
CA-2015-130995,11/1/2015,11/6/2015,QJ-19255,TEC-PH-10000347,1,4.95,1.3365
CA-2017-127929,12/23/2017,12/27/2017,FM-14215,FUR-FU-10003708,3,181.95,38.2095
CA-2015-113145,11/1/2015,11/5/2015,VD-21670,OFF-PA-10002659,4,13.52,6.2192
CA-2014-162362,11/14/2014,11/18/2014,JL-15505,OFF-BI-10000756,3,12.72,6.36
CA-2016-106558,1/17/2016,1/21/2016,DL-13495,TEC-AC-10001142,4,316.0,31.6
CA-2017-157931,9/17/2017,9/22/2017,MO-17800,FUR-CH-10000785,4,723.92,188.2192
CA-2016-115574,12/23/2016,12/24/2016,BP-11185,FUR-BO-10003441,2,141.372,-14.1372
CA-2015-160794,8/6/2015,8/8/2015,MS-17980,OFF-PA-10004156,3,27.216,9.8658
CA-2017-116225,11/5/2017,11/9/2017,SV-20935,TEC-AC-10001432,5,390.75,171.93
US-2017-120418,6/11/2017,6/12/2017,BC-11125,FUR-CH-10001394,1,280.792,35.099
CA-2017-122035,7/20/2017,7/25/2017,EM-13825,OFF-LA-10004093,2,14.62,6.8714
CA-2015-117828,12/23/2015,12/26/2015,BD-11500,OFF-AP-10001563,4,194.32,56.3528
CA-2017-165491,3/20/2017,3/24/2017,HW-14935,TEC-AC-10000358,7,265.93,63.8232
CA-2015-109470,12/31/2015,1/3/2016,KC-16255,OFF-BI-10004492,3,94.74,44.5278
CA-2015-105102,9/15/2015,9/19/2015,BM-11575,OFF-BI-10002082,3,79.872,29.952
CA-2017-138422,9/23/2017,9/26/2017,KN-16705,OFF-EN-10004147,3,14.352,5.2026
US-2015-147739,12/25/2015,12/29/2015,JD-16150,FUR-FU-10001468,4,547.136,-68.392
CA-2016-155187,9/24/2016,9/26/2016,LA-16780,OFF-ST-10000642,2,41.96,2.9372
CA-2017-169285,3/21/2017,3/25/2017,RW-19690,OFF-PA-10004071,5,277.4,133.152
CA-2014-140886,9/30/2014,10/4/2014,KW-16570,OFF-AP-10000696,6,69.216,11.2476
CA-2017-152695,12/10/2017,12/10/2017,CC-12220,OFF-EN-10004030,3,10.86,5.1042
CA-2014-110639,8/23/2014,8/23/2014,RH-19495,OFF-PA-10003936,4,25.92,12.4416
CA-2014-121727,8/19/2014,8/24/2014,JK-15625,OFF-AR-10004930,2,10.72,1.742
CA-2016-137736,11/10/2016,11/15/2016,DC-13285,OFF-AR-10004999,7,41.86,10.465
US-2014-143231,12/31/2014,1/3/2015,GM-14455,FUR-FU-10002501,5,63.2,23.384
US-2014-155894,7/26/2014,7/30/2014,CL-11890,OFF-ST-10004804,3,123.552,-29.3436
CA-2016-119025,2/22/2016,2/28/2016,PV-18985,OFF-AP-10001205,9,490.32,137.2896
CA-2016-159373,3/13/2016,3/18/2016,LT-17110,OFF-PA-10000659,5,70.08,24.528
CA-2017-109701,12/2/2017,12/3/2017,AM-10360,OFF-BI-10004187,6,9.024,3.1584
CA-2015-111514,8/31/2015,9/2/2015,SC-20260,FUR-BO-10002545,7,1552.831,200.9546
US-2014-148838,3/17/2014,3/21/2014,CP-12340,FUR-TA-10003473,7,1579.746,-447.5947
CA-2017-136497,4/16/2017,4/20/2017,RF-19840,OFF-BI-10001553,5,13.71,-10.054
US-2016-108637,3/13/2016,3/18/2016,AB-10060,FUR-FU-10004864,2,127.88,40.9216
CA-2014-102295,11/24/2014,11/26/2014,EH-13990,FUR-CH-10001714,1,120.712,-18.1068
CA-2017-123659,2/10/2017,2/13/2017,MN-17935,OFF-PA-10002464,4,23.12,11.3288
US-2016-129469,9/23/2016,9/27/2016,KL-16555,FUR-FU-10002298,6,532.704,-26.6352
CA-2017-155152,7/7/2017,7/9/2017,MP-17965,TEC-AC-10004353,4,252.0,93.24
CA-2016-159940,7/7/2016,7/11/2016,BF-11020,FUR-FU-10004973,8,60.288,-27.1296
CA-2017-119669,1/24/2017,1/30/2017,TP-21130,OFF-FA-10000053,3,5.67,0.1134
US-2014-164616,8/19/2014,8/21/2014,MS-17770,OFF-BI-10001718,4,76.776,-58.8616
CA-2015-148628,12/6/2015,12/11/2015,KM-16375,OFF-PA-10003883,5,32.75,15.065
CA-2016-118052,5/6/2016,5/10/2016,BE-11455,OFF-FA-10004248,2,7.216,1.7138
US-2017-117534,3/25/2017,3/26/2017,CV-12295,OFF-AP-10002403,4,176.04,45.7704
CA-2015-145065,12/12/2015,12/15/2015,DK-13375,OFF-FA-10001229,2,7.86,3.6156
US-2015-127040,12/6/2015,12/10/2015,SG-20605,OFF-PA-10004255,1,6.48,3.1104
CA-2016-128111,3/17/2016,3/23/2016,CS-12355,OFF-AR-10000588,2,39.68,10.3168
CA-2015-137897,11/14/2015,11/19/2015,PJ-18835,TEC-AC-10002217,2,37.6,2.256
CA-2017-169264,8/14/2017,8/16/2017,NP-18700,OFF-LA-10001613,2,5.76,2.8224
CA-2017-147361,9/9/2017,9/15/2017,SB-20290,OFF-ST-10001809,7,628.81,12.5762
CA-2017-145877,4/1/2017,4/4/2017,AS-10090,OFF-ST-10000649,6,94.2,23.55
US-2016-110170,9/27/2016,10/3/2016,HM-14860,FUR-BO-10000780,7,956.6648,-225.0976
CA-2017-108574,10/7/2017,10/11/2017,MG-18145,TEC-AC-10002049,9,1115.91,200.8638
CA-2017-144589,1/20/2017,1/25/2017,TM-21010,OFF-AR-10003631,5,24.2,7.986
CA-2017-155985,3/23/2017,3/25/2017,BE-11335,FUR-FU-10000758,8,211.84,76.2624
CA-2014-162684,8/1/2014,8/6/2014,AS-10630,OFF-FA-10000992,2,5.68,1.917
CA-2015-142041,6/7/2015,6/9/2015,EM-13810,OFF-BI-10004187,5,7.52,2.632
CA-2014-151295,11/12/2014,11/16/2014,JA-15970,OFF-PA-10001947,2,11.96,5.8604
CA-2016-156300,12/29/2016,1/2/2017,TB-21595,FUR-CH-10001714,5,754.45,60.356
CA-2015-146087,7/6/2015,7/11/2015,PP-18955,FUR-BO-10002824,2,301.96,60.392
CA-2017-168655,10/12/2017,10/18/2017,ML-18040,TEC-AC-10002842,5,595.0,95.2
CA-2016-107202,5/21/2016,5/28/2016,LC-16930,TEC-MA-10000112,10,2396.4,179.73
